junction,period_date,traffic_risk,risk_score,year,month,total_accidents,fatal_accidents,injury_accidents,accidents_7d,accidents_30d,accidents_90d,accidents_1y,fatal_accidents_1y,injury_accidents_1y,historical_accident_rate,quarter,is_year_start,month_sin,month_cos,day_of_week,dow_sin,dow_cos,weekend_indicator,accidents_lag_1,accidents_lag_2,accidents_lag_3,accidents_rolling_mean_3,accidents_rolling_std_3,accidents_rolling_mean_6,accidents_rolling_std_6,accidents_trend_3_12,junction_target_enc,junction_ordinal_enc
IT Park Ring Road,2023-12-01,LOW,0.0,2023,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.0,1.0,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Itwari Railway Station Square,2020-01-01,LOW,0.0,2020,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.866025,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4625,9
Itwari Railway Station Square,2020-02-01,LOW,0.0,2020,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.866025,0.5,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4625,9
Itwari Railway Station Square,2020-03-01,LOW,0.0,2020,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4625,9
Itwari Railway Station Square,2020-04-01,LOW,1.1,2020,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.866025,-0.5,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4625,9
Itwari Railway Station Square,2020-05-01,LOW,7.73,2020,5,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.083,2,0,0.5,-0.866025,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4625,9
Itwari Railway Station Square,2020-06-01,LOW,0.0,2020,6,0,0,0,1.0,1.0,2.0,2.0,1.0,1.0,0.167,2,0,0.0,-1.0,0,0.0,1.0,0,1.0,0.0,0.0,0.333,0.577,0.2,0.447,0.666,2.4625,9
Itwari Railway Station Square,2020-07-01,LOW,0.0,2020,7,0,0,0,0.0,0.0,2.0,2.0,1.0,1.0,0.167,3,0,-0.5,-0.866025,2,0.974928,-0.222521,0,1.0,1.0,0.0,0.667,0.577,0.333,0.516,1.334,2.4625,9
Itwari Railway Station Square,2020-08-01,LOW,0.0,2020,8,0,0,0,0.0,0.0,1.0,2.0,1.0,1.0,0.167,3,0,-0.866025,-0.5,5,-0.974928,-0.222521,1,0.0,1.0,1.0,0.667,0.577,0.333,0.516,1.334,2.4625,9
Itwari Railway Station Square,2020-09-01,LOW,0.0,2020,9,0,0,0,0.0,0.0,0.0,2.0,1.0,1.0,0.167,3,0,-1.0,-0.0,1,0.781831,0.62349,0,0.0,0.0,1.0,0.333,0.577,0.333,0.516,0.666,2.4625,9
Itwari Railway Station Square,2020-10-01,LOW,3.87,2020,10,2,0,1,0.0,0.0,0.0,2.0,1.0,1.0,0.167,4,0,-0.866025,0.5,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.333,0.516,0.0,2.4625,9
Itwari Railway Station Square,2020-11-01,LOW,1.1,2020,11,1,0,0,2.0,2.0,2.0,4.0,1.0,2.0,0.333,4,0,-0.5,0.866025,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.333,0.516,0.0,2.4625,9
Itwari Railway Station Square,2020-12-01,LOW,0.0,2020,12,0,0,0,1.0,1.0,3.0,5.0,1.0,2.0,0.417,4,0,-0.0,1.0,1,0.781831,0.62349,0,2.0,0.0,0.0,0.667,1.155,0.5,0.837,0.534,2.4625,9
Itwari Railway Station Square,2021-01-01,LOW,7.73,2021,1,1,0,1,0.0,0.0,3.0,5.0,1.0,2.0,0.417,1,1,0.5,0.866025,4,-0.433884,-0.900969,0,1.0,2.0,0.0,1.0,1.0,0.5,0.837,0.8,2.4625,9
Itwari Railway Station Square,2021-02-01,LOW,12.71,2021,2,1,1,1,1.0,1.0,2.0,6.0,1.0,3.0,0.5,1,0,0.866025,0.5,0,0.0,1.0,0,0.0,1.0,2.0,1.0,1.0,0.5,0.837,0.667,2.4625,9
Itwari Railway Station Square,2021-03-01,LOW,9.39,2021,3,1,0,1,1.0,1.0,2.0,7.0,2.0,4.0,0.583,1,0,1.0,0.0,0,0.0,1.0,0,1.0,0.0,1.0,0.667,0.577,0.667,0.816,0.381,2.4625,9
Itwari Railway Station Square,2021-04-01,LOW,0.0,2021,4,0,0,0,1.0,1.0,3.0,8.0,2.0,5.0,0.667,2,0,0.866025,-0.5,3,0.433884,-0.900969,0,1.0,1.0,0.0,0.667,0.577,0.833,0.753,0.334,2.4625,9
Itwari Railway Station Square,2021-05-01,LOW,0.0,2021,5,0,0,0,0.0,0.0,2.0,7.0,2.0,5.0,0.583,2,0,0.5,-0.866025,5,-0.974928,-0.222521,1,1.0,1.0,1.0,1.0,0.0,1.0,0.632,0.571,2.4625,9
Itwari Railway Station Square,2021-06-01,LOW,0.0,2021,6,0,0,0,0.0,0.0,1.0,6.0,1.0,4.0,0.5,2,0,0.0,-1.0,1,0.781831,0.62349,0,0.0,1.0,1.0,0.667,0.577,0.667,0.516,0.445,2.4625,9
Itwari Railway Station Square,2021-07-01,LOW,0.0,2021,7,0,0,0,0.0,0.0,0.0,6.0,1.0,4.0,0.5,3,0,-0.5,-0.866025,3,0.433884,-0.900969,0,0.0,0.0,1.0,0.333,0.577,0.5,0.548,0.222,2.4625,9
Itwari Railway Station Square,2021-08-01,LOW,1.1,2021,8,1,0,0,0.0,0.0,0.0,6.0,1.0,4.0,0.5,3,0,-0.866025,-0.5,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.5,0.548,0.0,2.4625,9
Itwari Railway Station Square,2021-09-01,LOW,12.71,2021,9,1,1,1,1.0,1.0,1.0,7.0,1.0,4.0,0.583,3,0,-1.0,-0.0,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.333,0.516,0.0,2.4625,9
Itwari Railway Station Square,2021-10-01,LOW,0.0,2021,10,0,0,0,1.0,1.0,2.0,8.0,2.0,5.0,0.667,4,0,-0.866025,0.5,4,-0.433884,-0.900969,0,1.0,0.0,0.0,0.333,0.577,0.333,0.516,0.166,2.4625,9
Itwari Railway Station Square,2021-11-01,LOW,0.0,2021,11,0,0,0,0.0,0.0,2.0,6.0,2.0,4.0,0.5,4,0,-0.5,0.866025,0,0.0,1.0,0,1.0,1.0,0.0,0.667,0.577,0.333,0.516,0.445,2.4625,9
Itwari Railway Station Square,2021-12-01,LOW,0.0,2021,12,0,0,0,0.0,0.0,1.0,5.0,2.0,4.0,0.417,4,0,-0.0,1.0,2,0.974928,-0.222521,0,0.0,1.0,1.0,0.667,0.577,0.333,0.516,0.534,2.4625,9
Itwari Railway Station Square,2022-01-01,LOW,1.1,2022,1,1,0,0,0.0,0.0,0.0,5.0,2.0,4.0,0.417,1,1,0.5,0.866025,5,-0.974928,-0.222521,1,0.0,0.0,1.0,0.333,0.577,0.333,0.516,0.266,2.4625,9
Itwari Railway Station Square,2022-02-01,LOW,6.08,2022,2,1,0,1,1.0,1.0,1.0,5.0,2.0,3.0,0.417,1,0,0.866025,0.5,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.333,0.516,0.0,2.4625,9
Itwari Railway Station Square,2022-03-01,LOW,0.0,2022,3,0,0,0,1.0,1.0,2.0,5.0,1.0,3.0,0.417,1,0,1.0,0.0,1,0.781831,0.62349,0,1.0,0.0,0.0,0.333,0.577,0.5,0.548,0.266,2.4625,9
Itwari Railway Station Square,2022-04-01,LOW,0.0,2022,4,0,0,0,0.0,0.0,2.0,4.0,1.0,2.0,0.333,2,0,0.866025,-0.5,4,-0.433884,-0.900969,0,1.0,1.0,0.0,0.667,0.577,0.5,0.548,0.667,2.4625,9
Itwari Railway Station Square,2022-05-01,LOW,0.0,2022,5,0,0,0,0.0,0.0,1.0,4.0,1.0,2.0,0.333,2,0,0.5,-0.866025,6,-0.781831,0.62349,1,0.0,1.0,1.0,0.667,0.577,0.333,0.516,0.667,2.4625,9
Itwari Railway Station Square,2022-06-01,LOW,0.0,2022,6,0,0,0,0.0,0.0,0.0,4.0,1.0,2.0,0.333,2,0,0.0,-1.0,2,0.974928,-0.222521,0,0.0,0.0,1.0,0.333,0.577,0.333,0.516,0.333,2.4625,9
Itwari Railway Station Square,2022-07-01,LOW,4.42,2022,7,1,0,1,0.0,0.0,0.0,4.0,1.0,2.0,0.333,3,0,-0.5,-0.866025,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.333,0.516,0.0,2.4625,9
Itwari Railway Station Square,2022-08-01,LOW,0.0,2022,8,0,0,0,1.0,1.0,1.0,5.0,1.0,3.0,0.417,3,0,-0.866025,-0.5,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.333,0.516,0.0,2.4625,9
Itwari Railway Station Square,2022-09-01,LOW,0.0,2022,9,0,0,0,0.0,0.0,1.0,4.0,1.0,3.0,0.333,3,0,-1.0,-0.0,3,0.433884,-0.900969,0,1.0,0.0,0.0,0.333,0.577,0.333,0.516,0.333,2.4625,9
Itwari Railway Station Square,2022-10-01,LOW,0.0,2022,10,0,0,0,0.0,0.0,1.0,3.0,0.0,2.0,0.25,4,0,-0.866025,0.5,5,-0.974928,-0.222521,1,0.0,1.0,0.0,0.333,0.577,0.167,0.408,0.444,2.4625,9
Itwari Railway Station Square,2022-11-01,LOW,0.0,2022,11,0,0,0,0.0,0.0,0.0,3.0,0.0,2.0,0.25,4,0,-0.5,0.866025,1,0.781831,0.62349,0,0.0,0.0,1.0,0.333,0.577,0.167,0.408,0.444,2.4625,9
Itwari Railway Station Square,2022-12-01,LOW,4.42,2022,12,1,0,1,0.0,0.0,0.0,3.0,0.0,2.0,0.25,4,0,-0.0,1.0,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.167,0.408,0.0,2.4625,9
Itwari Railway Station Square,2023-01-01,LOW,0.0,2023,1,0,0,0,1.0,1.0,1.0,4.0,0.0,3.0,0.333,1,1,0.5,0.866025,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.167,0.408,0.0,2.4625,9
Itwari Railway Station Square,2023-02-01,LOW,0.0,2023,2,0,0,0,0.0,0.0,1.0,3.0,0.0,3.0,0.25,1,0,0.866025,0.5,2,0.974928,-0.222521,0,1.0,0.0,0.0,0.333,0.577,0.333,0.516,0.444,2.4625,9
Itwari Railway Station Square,2023-03-01,LOW,2.76,2023,3,1,0,1,0.0,0.0,1.0,2.0,0.0,2.0,0.167,1,0,1.0,0.0,2,0.974928,-0.222521,0,0.0,1.0,0.0,0.333,0.577,0.167,0.408,0.666,2.4625,9
Itwari Railway Station Square,2023-04-01,LOW,1.1,2023,4,1,0,0,1.0,1.0,1.0,3.0,0.0,3.0,0.25,2,0,0.866025,-0.5,5,-0.974928,-0.222521,1,0.0,0.0,1.0,0.333,0.577,0.167,0.408,0.444,2.4625,9
Itwari Railway Station Square,2023-05-01,LOW,13.26,2023,5,3,0,3,1.0,1.0,2.0,4.0,0.0,3.0,0.333,2,0,0.5,-0.866025,0,0.0,1.0,0,1.0,0.0,0.0,0.333,0.577,0.333,0.516,0.333,2.4625,9
Itwari Railway Station Square,2023-06-01,LOW,0.0,2023,6,0,0,0,3.0,3.0,5.0,7.0,0.0,6.0,0.583,2,0,0.0,-1.0,3,0.433884,-0.900969,0,1.0,1.0,0.0,0.667,0.577,0.5,0.548,0.381,2.4625,9
Itwari Railway Station Square,2023-07-01,LOW,0.0,2023,7,0,0,0,0.0,0.0,4.0,7.0,0.0,6.0,0.583,3,0,-0.5,-0.866025,5,-0.974928,-0.222521,1,3.0,1.0,1.0,1.667,1.155,1.0,1.095,0.953,2.4625,9
Itwari Railway Station Square,2023-08-01,LOW,0.0,2023,8,0,0,0,0.0,0.0,3.0,6.0,0.0,5.0,0.5,3,0,-0.866025,-0.5,1,0.781831,0.62349,0,0.0,3.0,1.0,1.333,1.528,0.833,1.169,0.889,2.4625,9
Itwari Railway Station Square,2023-09-01,LOW,24.86,2023,9,3,1,3,0.0,0.0,0.0,6.0,0.0,5.0,0.5,3,0,-1.0,-0.0,4,-0.433884,-0.900969,0,0.0,0.0,3.0,1.0,1.732,0.833,1.169,0.667,2.4625,9
Itwari Railway Station Square,2023-10-01,LOW,0.0,2023,10,0,0,0,3.0,3.0,3.0,9.0,1.0,8.0,0.75,4,0,-0.866025,0.5,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.833,1.169,0.0,2.4625,9
Itwari Railway Station Square,2023-11-01,LOW,0.0,2023,11,0,0,0,0.0,0.0,3.0,9.0,1.0,8.0,0.75,4,0,-0.5,0.866025,2,0.974928,-0.222521,0,3.0,0.0,0.0,1.0,1.732,1.167,1.472,0.444,2.4625,9
Itwari Railway Station Square,2023-12-01,LOW,2.76,2023,12,1,0,1,0.0,0.0,3.0,9.0,1.0,8.0,0.75,4,0,-0.0,1.0,4,-0.433884,-0.900969,0,0.0,3.0,0.0,1.0,1.732,1.0,1.549,0.444,2.4625,9
Japanese Garden Square,2020-01-01,LOW,0.0,2020,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.866025,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-02-01,LOW,0.0,2020,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.866025,0.5,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-03-01,LOW,0.0,2020,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-04-01,LOW,0.0,2020,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.866025,-0.5,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-05-01,LOW,0.0,2020,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,-0.866025,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-06-01,LOW,0.0,2020,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,-1.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-07-01,LOW,0.0,2020,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.5,-0.866025,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-08-01,LOW,0.0,2020,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.866025,-0.5,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-09-01,LOW,0.0,2020,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-1.0,-0.0,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-10-01,LOW,0.0,2020,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.866025,0.5,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-11-01,LOW,0.0,2020,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.5,0.866025,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2020-12-01,LOW,0.0,2020,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.0,1.0,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-01-01,LOW,0.0,2021,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.866025,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-02-01,LOW,0.0,2021,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.866025,0.5,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-03-01,LOW,0.0,2021,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-04-01,LOW,0.0,2021,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.866025,-0.5,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-05-01,LOW,0.0,2021,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,-0.866025,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-06-01,LOW,0.0,2021,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,-1.0,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-07-01,LOW,0.0,2021,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.5,-0.866025,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-08-01,LOW,0.0,2021,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.866025,-0.5,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-09-01,LOW,0.0,2021,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-1.0,-0.0,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-10-01,LOW,0.0,2021,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.866025,0.5,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-11-01,LOW,0.0,2021,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.5,0.866025,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2021-12-01,LOW,0.0,2021,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.0,1.0,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-01-01,LOW,0.0,2022,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.866025,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-02-01,LOW,0.0,2022,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.866025,0.5,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-03-01,LOW,0.0,2022,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-04-01,LOW,0.0,2022,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.866025,-0.5,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-05-01,LOW,0.0,2022,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,-0.866025,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-06-01,LOW,0.0,2022,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,-1.0,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-07-01,LOW,0.0,2022,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.5,-0.866025,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-08-01,LOW,0.0,2022,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.866025,-0.5,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-09-01,LOW,0.0,2022,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-1.0,-0.0,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-10-01,LOW,0.0,2022,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.866025,0.5,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-11-01,LOW,0.0,2022,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.5,0.866025,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2022-12-01,LOW,0.0,2022,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.0,1.0,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-01-01,LOW,0.0,2023,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.866025,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-02-01,LOW,0.0,2023,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.866025,0.5,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-03-01,LOW,0.0,2023,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-04-01,LOW,0.0,2023,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.866025,-0.5,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-05-01,LOW,0.0,2023,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.5,-0.866025,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-06-01,LOW,0.0,2023,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,-1.0,3,0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-07-01,LOW,0.0,2023,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.5,-0.866025,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-08-01,LOW,0.0,2023,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-0.866025,-0.5,1,0.781831,0.62349,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-09-01,LOW,0.0,2023,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,-1.0,-0.0,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-10-01,LOW,0.0,2023,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.866025,0.5,6,-0.781831,0.62349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-11-01,LOW,0.0,2023,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.5,0.866025,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Japanese Garden Square,2023-12-01,LOW,0.0,2023,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,-0.0,1.0,4,-0.433884,-0.900969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Jhansi Rani Square,2020-01-01,LOW,9.39,2020,1,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5,0.866025,2,0.974928,-0.222521,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.898541666666667,11
Jhansi Rani Square,2020-02-01,LOW,23.2,2020,2,6,1,5,4.0,4.0,4.0,4.0,0.0,1.0,0.333,1,0,0.866025,0.5,5,-0.974928,-0.222521,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.898541666666667,11
Jhansi Rani Square,2020-03-01,LOW,8.29,2020,3,3,0,2,6.0,6.0,10.0,10.0,1.0,6.0,0.833,1,0,1.0,0.0,6,-0.781831,0.62349,1,4.0,0.0,0.0,2.0,2.828,2.0,2.828,0.8,18.898541666666667,11
Jhansi Rani Square,2020-04-01,LOW,8.29,2020,4,3,0,1,3.0,3.0,13.0,13.0,1.0,8.0,1.083,2,0,0.866025,-0.5,2,0.974928,-0.222521,0,6.0,4.0,0.0,3.333,3.055,3.333,3.055,1.026,18.898541666666667,11
Jhansi Rani Square,2020-05-01,MEDIUM,25.41,2020,5,5,1,5,3.0,3.0,12.0,16.0,1.0,9.0,1.333,2,0,0.5,-0.866025,4,-0.433884,-0.900969,0,3.0,6.0,4.0,4.333,1.528,3.25,2.5,1.083,18.898541666666667,11
Jhansi Rani Square,2020-06-01,LOW,17.68,2020,6,4,1,4,5.0,5.0,11.0,21.0,2.0,14.0,1.75,2,0,0.0,-1.0,0,0.0,1.0,0,3.0,3.0,6.0,4.0,1.732,3.2,2.168,0.762,18.898541666666667,11
